기준_년분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,분기_매출금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,월_평균_소득_금액,식료품_지출_총금액,여가_지출_총금액,문화_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,집객시설_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_점포_수,일반_점포_수,프랜차이즈_점포_수,평균 최저기온(℃),평균 최고기온(℃),총 강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일반음식점_점포수,자치구,행정동
20241,골목상권,3110568,광흥창역 1번,48999852,918,380,538,55,444,236,63,58,62,26,154,113,27,32,28,29,290,123,36,26,34,다이나믹,83,48,103,52,4410594,50884385.0,6863243.0,6066331.0,8869751.0,158.0,100.0,58.0,0.0,26.0,40.0,38.0,30.0,24.0,0.0,12.0,24.0,26.0,21.0,17.0,0.0,14.0,16.0,12.0,9.0,7.0,6.0,399539.0,187225.0,212313.0,75766.0,52789.0,63259.0,69971.0,53666.0,84089.0,96069.0,86144.0,50074.0,52998.0,67722.0,46531.0,57209.0,57190.0,58681.0,58120.0,57199.0,55407.0,55734.0,7,5,2,-0.44,7.92,123.5,2.53,65.41,1011.5,41,마포구,서강동
20241,골목상권,3110569,홍대땡땡거리,1083912110,1935,947,988,68,641,447,201,213,365,43,297,248,93,110,156,25,344,199,108,103,209,다이나믹,59,45,103,52,2574890,194555562.0,26009087.0,29566300.0,38018865.0,736.0,411.0,325.0,0.0,144.0,196.0,175.0,128.0,93.0,0.0,60.0,106.0,106.0,76.0,63.0,0.0,84.0,90.0,69.0,52.0,30.0,8.0,791080.0,359239.0,431839.0,75152.0,290244.0,139333.0,98572.0,85637.0,102142.0,190195.0,156123.0,102538.0,104225.0,141809.0,96188.0,107967.0,110095.0,112028.0,111427.0,112619.0,118846.0,118098.0,42,37,5,-0.44,7.92,123.5,2.53,65.41,1011.5,330,마포구,서교동
20241,골목상권,3110570,KB국민은행 서강지점,610078876,504,238,266,70,41,101,96,84,112,32,20,40,51,41,54,38,21,61,45,43,58,상권축소,104,51,103,52,5088849,69060179.0,10216669.0,8680023.0,11954126.0,219.0,125.0,94.0,0.0,26.0,62.0,62.0,53.0,16.0,0.0,10.0,29.0,36.0,37.0,13.0,0.0,16.0,33.0,26.0,16.0,3.0,7.0,220862.0,101898.0,118963.0,38886.0,26375.0,33641.0,42572.0,34794.0,44594.0,53500.0,47454.0,28136.0,27314.0,37240.0,27218.0,31885.0,31778.0,31449.0,32043.0,31305.0,30593.0,31809.0,5,4,1,-0.44,7.92,123.5,2.53,65.41,1011.5,50,마포구,신수동
20241,골목상권,3110571,신수동주민센터,34794290,2186,1070,1116,187,339,396,274,337,653,100,174,209,138,173,276,87,165,187,136,164,377,상권축소,103,51,103,52,3837596,302760277.0,39740281.0,35266975.0,46661807.0,1194.0,679.0,515.0,0.0,145.0,332.0,335.0,294.0,88.0,0.0,54.0,157.0,191.0,206.0,71.0,0.0,91.0,175.0,144.0,88.0,17.0,9.0,529142.0,243593.0,285548.0,84169.0,67071.0,79845.0,99709.0,81477.0,116871.0,137339.0,113611.0,62886.0,62663.0,86954.0,65690.0,75945.0,73783.0,73024.0,76214.0,73236.0,76994.0,79944.0,9,9,0,-0.44,7.92,123.5,2.53,65.41,1011.5,129,마포구,신수동
20241,골목상권,3110572,서강대역 1번,623894318,2727,1523,1204,170,966,438,288,338,527,87,597,263,149,189,238,83,369,175,139,149,289,상권확장,96,54,103,52,2708190,306015942.0,45226549.0,44863120.0,59957335.0,1052.0,573.0,479.0,0.0,229.0,278.0,248.0,220.0,77.0,0.0,87.0,134.0,141.0,148.0,63.0,0.0,142.0,144.0,107.0,72.0,14.0,37.0,1986559.0,995996.0,990563.0,288652.0,578077.0,315631.0,278020.0,235595.0,290587.0,468426.0,408290.0,266144.0,266573.0,342607.0,234517.0,282087.0,290984.0,292314.0,287648.0,279034.0,280290.0,274202.0,25,24,1,-0.44,7.92,123.5,2.53,65.41,1011.5,285,마포구,신수동
20241,골목상권,3110575,대흥동주민센터,17915979,2528,1292,1236,115,750,481,290,312,580,69,354,274,167,163,265,46,396,207,123,149,315,다이나믹,103,47,103,52,2471781,248993616.0,25580894.0,30485367.0,36203131.0,331.0,162.0,169.0,0.0,142.0,76.0,46.0,45.0,22.0,0.0,53.0,39.0,25.0,29.0,16.0,0.0,89.0,37.0,21.0,16.0,6.0,7.0,1062351.0,471339.0,591011.0,84914.0,398224.0,191727.0,124737.0,111138.0,151611.0,361143.0,239130.0,105808.0,93562.0,128717.0,133992.0,151139.0,155481.0,154125.0,154648.0,148077.0,149806.0,149074.0,6,4,2,-0.44,7.92,123.5,2.53,65.41,1011.5,140,마포구,대흥동
20241,골목상권,3110576,대흥역 3번,433568723,1008,504,504,124,120,170,139,146,309,62,62,88,80,74,138,62,58,82,59,72,171,다이나믹,82,48,103,52,3283725,120284006.0,15056715.0,13876595.0,18253777.0,1146.0,674.0,472.0,3.0,331.0,258.0,204.0,210.0,140.0,1.0,142.0,156.0,139.0,139.0,97.0,2.0,189.0,102.0,65.0,71.0,43.0,11.0,837971.0,389403.0,448567.0,170967.0,135664.0,135263.0,148014.0,113439.0,134625.0,125392.0,156187.0,123861.0,136243.0,191611.0,104678.0,121057.0,124326.0,126856.0,124426.0,122407.0,113307.0,105593.0,21,19,2,-0.44,7.92,123.5,2.53,65.41,1011.5,236,마포구,대흥동
20241,골목상권,3110577,용강동주민센터,80807634,910,424,486,154,103,108,190,158,197,75,45,37,96,84,87,79,58,71,94,74,110,상권확장,97,57,103,52,3753062,87004395.0,15617939.0,10355026.0,14599967.0,699.0,416.0,283.0,0.0,101.0,172.0,165.0,139.0,122.0,0.0,50.0,102.0,109.0,81.0,74.0,0.0,51.0,70.0,56.0,58.0,48.0,13.0,539361.0,245119.0,294242.0,137343.0,56697.0,76327.0,101180.0,70448.0,97364.0,119162.0,102658.0,67874.0,75812.0,109094.0,64762.0,77259.0,77666.0,76719.0,76962.0,75445.0,78313.0,76995.0,7,4,3,-0.44,7.92,123.5,2.53,65.41,1011.5,209,마포구,용강동
20241,골목상권,3110578,대흥역 2번,325862143,2733,1356,1377,225,588,511,345,373,691,126,282,280,165,200,303,99,306,231,180,173,388,정체,107,52,103,52,2643186,258987289.0,31657920.0,30308122.0,38859190.0,1265.0,800.0,465.0,3.0,302.0,287.0,244.0,256.0,173.0,1.0,139.0,185.0,176.0,177.0,122.0,2.0,163.0,102.0,68.0,79.0,51.0,19.0,2622423.0,1208914.0,1413509.0,466091.0,373765.0,462836.0,514405.0,368804.0,436521.0,611889.0,528597.0,327729.0,332724.0,464925.0,356557.0,375521.0,383100.0,381358.0,384543.0,374469.0,364017.0,359417.0,28,21,7,-0.44,7.92,123.5,2.53,65.41,1011.5,177,마포구,염리동
20241,골목상권,3110579,마포역 4번,36308324,751,401,350,51,137,186,102,100,175,34,72,103,62,51,79,17,65,83,40,49,96,상권확장,81,54,103,52,3182705,178827373.0,37964354.0,23565040.0,32715645.0,1163.0,709.0,454.0,0.0,215.0,286.0,292.0,258.0,112.0,0.0,111.0,196.0,193.0,136.0,73.0,0.0,104.0,90.0,99.0,122.0,39.0,5.0,373142.0,177910.0,195231.0,37312.0,52400.0,77817.0,67000.0,56523.0,82090.0,101138.0,79249.0,43099.0,43142.0,59547.0,46966.0,53952.0,52740.0,53512.0,52826.0,52795.0,52990.0,54325.0,4,4,0,-0.44,7.92,123.5,2.53,65.41,1011.5,93,마포구,도화동
20241,골목상권,3110580,양원초등학교,6137034,1209,613,596,57,361,210,114,149,318,32,175,124,63,75,144,25,186,86,51,74,174,상권확장,85,54,103,52,2559201,127756077.0,13802553.0,16708629.0,19464282.0,152.0,74.0,78.0,0.0,67.0,32.0,21.0,21.0,11.0,0.0,26.0,16.0,11.0,12.0,9.0,0.0,41.0,16.0,10.0,9.0,2.0,5.0,894453.0,398398.0,496054.0,116428.0,214897.0,160413.0,141025.0,111124.0,150564.0,254140.0,193595.0,99249.0,97573.0,136445.0,113452.0,128971.0,128937.0,128394.0,125669.0,126823.0,126386.0,129271.0,4,4,0,-0.44,7.92,123.5,2.53,65.41,1011.5,42,마포구,대흥동
20241,골목상권,3110582,이대역 5번,267439114,1789,858,931,90,599,326,174,224,376,40,243,171,99,122,183,50,356,155,75,102,193,상권축소,114,50,103,52,2338936,164844675.0,18326996.0,23014347.0,27460236.0,282.0,163.0,119.0,0.0,95.0,67.0,46.0,47.0,27.0,0.0,39.0,39.0,32.0,33.0,20.0,0.0,56.0,28.0,14.0,14.0,7.0,16.0,448046.0,184394.0,263653.0,44917.0,138432.0,80306.0,62912.0,51414.0,70066.0,130703.0,97279.0,50123.0,47689.0,65635.0,56618.0,62848.0,64380.0,63280.0,63805.0,62287.0,65506.0,65941.0,7,6,1,-0.44,7.92,123.5,2.53,65.41,1011.5,128,마포구,염리동
20241,골목상권,3110586,서울서부지방법원,356436818,1327,594,733,41,345,367,163,171,240,24,105,171,80,98,116,17,240,196,83,73,124,정체,124,53,103,52,3376482,441150590.0,61335402.0,54513546.0,73632753.0,3762.0,2181.0,1581.0,1.0,835.0,1043.0,1029.0,664.0,190.0,0.0,328.0,553.0,659.0,499.0,142.0,1.0,507.0,490.0,370.0,165.0,48.0,23.0,1735130.0,775519.0,959612.0,253479.0,233703.0,363831.0,329629.0,248754.0,305735.0,486784.0,362031.0,199649.0,193533.0,267941.0,225193.0,246775.0,251890.0,250056.0,251425.0,245588.0,241625.0,247772.0,19,16,3,-0.44,7.92,123.5,2.53,65.41,1011.5,278,마포구,공덕동
20241,골목상권,3110587,공덕동주민센터,14015985,3189,1236,1953,227,940,710,363,393,556,105,220,300,188,191,232,122,720,410,175,202,324,상권확장,94,55,103,52,3158287,359782220.0,47863751.0,41299263.0,53551863.0,909.0,530.0,379.0,0.0,204.0,252.0,248.0,157.0,48.0,0.0,82.0,134.0,159.0,119.0,36.0,0.0,122.0,118.0,89.0,38.0,12.0,7.0,616536.0,271950.0,344586.0,76086.0,104333.0,121123.0,104772.0,91338.0,118885.0,145478.0,130989.0,76775.0,79095.0,108523.0,75677.0,87556.0,87630.0,87949.0,86900.0,85484.0,88013.0,93005.0,14,11,3,-0.44,7.92,123.5,2.53,65.41,1011.5,230,마포구,공덕동
20241,골목상권,3110588,한겨레신문사,100097295,2899,1341,1558,188,571,580,365,487,708,102,224,286,178,231,320,86,347,294,187,256,388,상권축소,108,49,103,52,2616707,523884422.0,55046094.0,58323440.0,74130140.0,660.0,384.0,276.0,0.0,148.0,183.0,186.0,112.0,31.0,0.0,60.0,98.0,117.0,86.0,23.0,0.0,88.0,85.0,69.0,26.0,8.0,7.0,1050078.0,464515.0,585564.0,110068.0,181923.0,197379.0,167045.0,169791.0,223873.0,310282.0,225862.0,116074.0,109958.0,153882.0,134020.0,150334.0,150947.0,148534.0,149047.0,145866.0,149071.0,156280.0,8,7,1,-0.44,7.92,123.5,2.53,65.41,1011.5,90,마포구,공덕동
20241,골목상권,3110591,충정로역 6번,18859036,2186,1103,1083,152,275,274,249,377,859,81,137,160,132,192,401,71,138,114,117,185,458,정체,142,64,103,52,2441528,291433711.0,37691137.0,31691185.0,45016726.0,166.0,95.0,71.0,0.0,37.0,51.0,42.0,28.0,8.0,0.0,16.0,28.0,25.0,19.0,7.0,0.0,21.0,23.0,17.0,9.0,1.0,12.0,892172.0,430531.0,461641.0,88621.0,121496.0,162763.0,157510.0,151467.0,210316.0,216151.0,198591.0,121437.0,119233.0,136854.0,99906.0,131855.0,139452.0,140036.0,133917.0,133389.0,104686.0,108836.0,4,4,0,-0.44,7.92,123.5,2.53,65.41,1011.5,106,중구,중림동
20241,골목상권,3110593,신월3동주민센터,103488770,5817,3217,2600,399,601,643,741,1151,2282,218,333,346,435,701,1184,181,268,297,306,450,1098,상권축소,123,48,103,52,2031681,894130142.0,81151300.0,88406947.0,96170949.0,344.0,203.0,141.0,0.0,25.0,62.0,82.0,112.0,63.0,0.0,7.0,23.0,43.0,72.0,58.0,0.0,18.0,39.0,39.0,40.0,5.0,22.0,1018425.0,508473.0,509951.0,147161.0,98472.0,139689.0,150161.0,179165.0,303775.0,304471.0,217883.0,109973.0,105066.0,147684.0,133349.0,145650.0,144622.0,142212.0,144232.0,143037.0,147658.0,151011.0,7,4,3,-0.44,7.92,123.5,2.53,65.41,1011.5,108,양천구,신월3동
20241,골목상권,3110594,신월중학교,14490916,3096,1525,1571,513,369,377,506,517,814,269,180,202,254,245,375,244,189,175,252,272,439,다이나믹,101,48,103,52,2687710,413018124.0,68036344.0,47715200.0,68952188.0,187.0,107.0,80.0,0.0,21.0,46.0,50.0,50.0,20.0,0.0,9.0,23.0,27.0,31.0,17.0,0.0,12.0,23.0,23.0,19.0,3.0,11.0,336591.0,174884.0,161707.0,72710.0,36280.0,47349.0,50145.0,61396.0,68712.0,79264.0,74250.0,45261.0,41934.0,55246.0,40637.0,47838.0,48934.0,48192.0,48170.0,47841.0,48530.0,47084.0,5,5,0,-0.44,7.92,123.5,2.53,65.41,1011.5,40,양천구,신월5동
20241,골목상권,3110595,메디힐병원,126332941,5267,2592,2675,467,675,703,697,917,1808,240,328,379,351,451,843,227,347,324,346,466,965,정체,108,56,103,52,2332848,770517981.0,110544903.0,86931263.0,121724290.0,964.0,543.0,421.0,0.0,105.0,256.0,252.0,250.0,101.0,0.0,49.0,128.0,131.0,148.0,87.0,0.0,56.0,128.0,121.0,102.0,14.0,24.0,689496.0,331568.0,357927.0,85898.0,76479.0,106259.0,113358.0,114795.0,192707.0,178011.0,143558.0,83462.0,81848.0,114052.0,88564.0,98264.0,97975.0,96916.0,97437.0,95904.0,100460.0,102541.0,10,8,2,-0.44,7.92,123.5,2.53,65.41,1011.5,230,양천구,신월5동
20241,골목상권,3110596,서서울호수공원,57000000,3232,1595,1637,346,418,437,483,589,959,191,199,230,256,278,441,155,219,207,227,311,518,정체,111,54,103,52,2338583,445702727.0,53872517.0,47447125.0,62074348.0,180.0,106.0,74.0,0.0,14.0,34.0,40.0,58.0,34.0,0.0,4.0,14.0,20.0,38.0,30.0,0.0,10.0,20.0,20.0,20.0,4.0,5.0,613167.0,286187.0,326980.0,105675.0,60122.0,95581.0,91332.0,100237.0,160221.0,171805.0,128712.0,67686.0,66071.0,94479.0,84413.0,87263.0,85828.0,86256.0,85684.0,85162.0,89263.0,93711.0,10,6,4,-0.44,7.92,123.5,2.53,65.41,1011.5,71,양천구,신월3동
20241,골목상권,3110598,신월문화체육센터,72612960,2799,1350,1449,229,345,349,320,499,1057,115,183,195,169,247,441,114,162,154,151,252,616,상권축소,116,45,103,52,2114255,540911857.0,65386161.0,56327932.0,75092453.0,636.0,420.0,216.0,0.0,69.0,105.0,129.0,153.0,180.0,0.0,51.0,81.0,88.0,92.0,108.0,0.0,18.0,24.0,41.0,61.0,72.0,22.0,556481.0,259794.0,296686.0,74444.0,55337.0,70380.0,76930.0,93642.0,185750.0,138979.0,108901.0,62391.0,64645.0,101594.0,79971.0,78802.0,77812.0,77513.0,77816.0,78236.0,83124.0,83180.0,10,5,5,-0.44,7.92,123.5,2.53,65.41,1011.5,110,양천구,신월7동
20241,골목상권,3110599,신월1파출소,25391085,3915,1987,1928,384,463,477,531,704,1356,204,243,260,284,362,634,180,220,217,247,342,722,다이나믹,103,42,103,52,2277265,502223941.0,76449572.0,54952638.0,74693085.0,299.0,203.0,96.0,0.0,23.0,49.0,70.0,105.0,52.0,0.0,13.0,33.0,43.0,72.0,42.0,0.0,10.0,16.0,27.0,33.0,10.0,16.0,924827.0,451820.0,473006.0,135774.0,91106.0,130507.0,139865.0,150674.0,276901.0,252726.0,185588.0,104585.0,107806.0,152377.0,121744.0,130576.0,128022.0,127455.0,128723.0,129297.0,138672.0,142082.0,7,7,0,-0.44,7.92,123.5,2.53,65.41,1011.5,209,양천구,신월1동
20241,골목상권,3110600,신월7동주민센터,40950585,3752,1823,1929,259,458,452,395,684,1504,149,224,248,216,331,655,110,234,204,179,353,849,상권축소,126,49,103,52,2123253,602157528.0,68530453.0,62256262.0,83661933.0,671.0,442.0,229.0,0.0,71.0,111.0,138.0,160.0,191.0,0.0,55.0,83.0,92.0,97.0,115.0,0.0,16.0,28.0,46.0,63.0,76.0,14.0,453953.0,218955.0,234999.0,66177.0,46637.0,58569.0,68670.0,75007.0,138894.0,125340.0,90485.0,48734.0,48849.0,77505.0,63042.0,63456.0,62552.0,62380.0,62006.0,63635.0,69222.0,70702.0,3,2,1,-0.44,7.92,123.5,2.53,65.41,1011.5,121,양천구,신월7동
20241,골목상권,3110601,신월1동우편취급국,55621515,6125,3133,2992,618,680,797,930,1115,1985,299,340,444,518,571,961,319,340,353,412,544,1024,상권축소,104,47,103,52,2257008,969851515.0,141056264.0,109373950.0,151383487.0,614.0,402.0,212.0,0.0,48.0,105.0,146.0,210.0,105.0,0.0,26.0,64.0,87.0,142.0,83.0,0.0,22.0,41.0,59.0,68.0,22.0,17.0,1502804.0,733665.0,769139.0,207164.0,168408.0,252554.0,255762.0,223549.0,395367.0,443908.0,314766.0,154963.0,153085.0,227558.0,208524.0,214329.0,209945.0,208405.0,208193.0,212783.0,221207.0,227943.0,8,6,2,-0.44,7.92,123.5,2.53,65.41,1011.5,220,양천구,신월1동
20241,골목상권,3110603,지향초등학교,32530326,324,154,170,40,39,30,40,54,121,15,19,18,21,24,57,25,20,12,19,30,64,다이나믹,93,49,103,52,2714458,31092035.0,4616542.0,3393209.0,5013091.0,597.0,421.0,176.0,0.0,50.0,115.0,148.0,131.0,153.0,0.0,24.0,70.0,99.0,89.0,139.0,0.0,26.0,45.0,49.0,42.0,14.0,9.0,93879.0,43876.0,50002.0,22641.0,9432.0,12228.0,15596.0,14422.0,19560.0,26112.0,21684.0,10680.0,9470.0,13658.0,12278.0,13503.0,13323.0,13449.0,13275.0,13248.0,13005.0,14075.0,7,5,2,-0.44,7.92,123.5,2.53,65.41,1011.5,32,양천구,신정3동
20241,골목상권,3110604,신월4동주민센터,34300403,6452,3174,3278,1013,706,766,1066,989,1912,511,374,386,552,475,876,502,332,380,514,514,1036,상권축소,107,48,103,52,2629680,741040904.0,117306565.0,82959803.0,117841963.0,467.0,320.0,147.0,0.0,17.0,56.0,112.0,156.0,126.0,0.0,7.0,31.0,64.0,106.0,112.0,0.0,10.0,25.0,48.0,50.0,14.0,23.0,1086514.0,512785.0,573729.0,259676.0,91402.0,143791.0,185247.0,146948.0,259452.0,326726.0,225306.0,115580.0,114514.0,163124.0,141266.0,155560.0,155199.0,152228.0,154217.0,153782.0,155921.0,159610.0,3,2,1,-0.44,7.92,123.5,2.53,65.41,1011.5,150,양천구,신월4동
20241,골목상권,3110606,신한은행 신월동지점,62121800,6763,3242,3521,900,785,749,985,1162,2182,458,414,374,499,528,969,442,371,375,486,634,1213,정체,107,52,103,52,2509484,905274355.0,186247289.0,106408401.0,156710094.0,390.0,266.0,124.0,0.0,11.0,46.0,92.0,133.0,108.0,0.0,3.0,25.0,51.0,91.0,96.0,0.0,8.0,21.0,41.0,42.0,12.0,26.0,1484602.0,703704.0,780897.0,350042.0,133035.0,196902.0,238666.0,218888.0,347068.0,476461.0,301946.0,139298.0,132758.0,217674.0,216466.0,213293.0,211518.0,208784.0,210206.0,210127.0,213876.0,216795.0,6,6,0,-0.44,7.92,123.5,2.53,65.41,1011.5,237,양천구,신월4동
20241,골목상권,3110608,신월2동주민센터,88791391,8704,4247,4457,1223,1065,1136,1284,1397,2599,623,526,576,644,682,1196,600,539,560,640,715,1403,상권축소,105,51,103,52,2400543,1075349415.0,184701509.0,122573046.0,174479010.0,440.0,257.0,183.0,0.0,33.0,72.0,117.0,125.0,93.0,0.0,19.0,44.0,59.0,67.0,68.0,0.0,14.0,28.0,58.0,58.0,25.0,11.0,1199921.0,560436.0,639486.0,241193.0,123346.0,184238.0,190946.0,167247.0,292951.0,377249.0,253828.0,124384.0,117194.0,170398.0,156870.0,170579.0,169161.0,165302.0,168931.0,167689.0,174794.0,183468.0,7,6,1,-0.44,7.92,123.5,2.53,65.41,1011.5,208,양천구,신월2동
20241,골목상권,3110612,신정역 5번,121627560,7588,3743,3845,719,1197,1044,1055,1264,2309,372,593,584,548,598,1048,347,604,460,507,666,1261,상권축소,114,48,103,52,2415078,1124428478.0,162601269.0,127896342.0,175854564.0,699.0,393.0,306.0,0.0,116.0,122.0,133.0,149.0,179.0,0.0,32.0,59.0,67.0,83.0,152.0,0.0,84.0,63.0,66.0,66.0,27.0,17.0,2135542.0,1021817.0,1113726.0,348610.0,297705.0,345974.0,342922.0,317502.0,482828.0,693692.0,440073.0,205854.0,202852.0,303618.0,289454.0,303728.0,304383.0,300915.0,302608.0,296661.0,309450.0,317795.0,12,11,1,-0.44,7.92,123.5,2.53,65.41,1011.5,304,양천구,신정4동
20241,골목상권,3110614,목동로데오거리,7588294,2185,1060,1125,230,304,359,296,355,641,111,145,195,150,173,286,119,159,164,146,182,355,상권확장,89,52,103,52,2736163,294271789.0,54232780.0,34477003.0,48207800.0,763.0,425.0,338.0,0.0,127.0,135.0,148.0,161.0,192.0,0.0,36.0,65.0,76.0,88.0,160.0,0.0,91.0,70.0,72.0,73.0,32.0,5.0,430210.0,211667.0,218542.0,58942.0,58456.0,63484.0,71983.0,73390.0,103955.0,115112.0,86934.0,50592.0,53336.0,71607.0,52628.0,61908.0,62442.0,61325.0,62036.0,60835.0,61046.0,60618.0,6,5,1,-0.44,7.92,123.5,2.53,65.41,1011.5,215,양천구,신정4동
20241,골목상권,3110615,신서초등학교,76440618,961,472,489,205,120,102,173,163,198,119,59,52,78,80,84,86,61,50,95,83,114,다이나믹,89,46,103,52,3389787,127012039.0,23962813.0,15051994.0,21464665.0,1953.0,1142.0,811.0,7.0,345.0,490.0,490.0,416.0,205.0,7.0,143.0,306.0,295.0,242.0,149.0,0.0,202.0,184.0,195.0,174.0,56.0,3.0,285325.0,136167.0,149158.0,73579.0,29495.0,32354.0,49583.0,44287.0,56029.0,59225.0,59878.0,41223.0,39527.0,53082.0,32393.0,42168.0,40904.0,42915.0,40300.0,41409.0,39258.0,38372.0,11,8,3,-0.44,7.92,123.5,2.53,65.41,1011.5,132,양천구,신정1동
20241,골목상권,3110616,양목초등학교,10942751,800,372,428,98,146,92,120,157,187,44,77,44,58,72,77,54,69,48,62,85,110,다이나믹,76,45,103,52,2724732,106651915.0,14035332.0,12483292.0,18179180.0,263.0,146.0,117.0,0.0,43.0,45.0,51.0,57.0,67.0,0.0,12.0,21.0,27.0,31.0,55.0,0.0,31.0,24.0,24.0,26.0,12.0,1.0,245199.0,120697.0,124502.0,57777.0,30739.0,32368.0,44974.0,37856.0,41482.0,68710.0,53920.0,30037.0,28073.0,34209.0,30252.0,36433.0,36397.0,36889.0,36412.0,35492.0,32085.0,31494.0,5,5,0,-0.44,7.92,123.5,2.53,65.41,1011.5,137,양천구,신정4동
20241,골목상권,3110617,등촌역 4번,4684371,2190,1015,1175,205,314,411,287,324,649,109,144,202,148,156,256,96,170,209,139,168,393,다이나믹,101,45,103,52,2551950,350328086.0,45116480.0,39637988.0,56056660.0,134.0,75.0,59.0,0.0,16.0,30.0,37.0,32.0,19.0,0.0,8.0,18.0,21.0,16.0,12.0,0.0,8.0,12.0,16.0,16.0,7.0,10.0,525517.0,238753.0,286763.0,67986.0,65789.0,93179.0,88247.0,83885.0,126431.0,128781.0,100795.0,58903.0,61390.0,98757.0,76890.0,73847.0,72485.0,72425.0,71883.0,73104.0,78802.0,82971.0,6,6,0,-0.44,7.92,123.5,2.53,65.41,1011.5,150,양천구,목3동
20241,골목상권,3110618,강서고등학교,22021608,5951,2899,3052,758,949,819,860,1127,1438,407,510,416,407,535,624,351,439,403,453,592,814,상권축소,104,39,103,52,2552243,805544942.0,111969677.0,92947946.0,132381794.0,375.0,231.0,144.0,0.0,38.0,86.0,114.0,98.0,39.0,0.0,12.0,51.0,68.0,63.0,37.0,0.0,26.0,35.0,46.0,35.0,2.0,4.0,1640311.0,766597.0,873714.0,353082.0,215133.0,211870.0,268260.0,271997.0,319972.0,536131.0,346881.0,158826.0,149957.0,225163.0,223353.0,233024.0,232655.0,227903.0,232544.0,230303.0,237640.0,246244.0,8,8,0,-0.44,7.92,123.5,2.53,65.41,1011.5,283,양천구,목4동
20241,골목상권,3110620,목동보건지소,127485039,7989,3854,4135,1193,1151,1081,1234,1446,1884,614,596,561,566,677,840,579,555,520,668,769,1044,다이나믹,97,46,103,52,2853024,1076017151.0,171681831.0,126747000.0,185972354.0,630.0,380.0,250.0,0.0,73.0,143.0,183.0,159.0,72.0,0.0,31.0,85.0,107.0,96.0,61.0,0.0,42.0,58.0,76.0,63.0,11.0,27.0,2126873.0,1015888.0,1110986.0,498969.0,249947.0,253467.0,335601.0,348410.0,440479.0,637199.0,435410.0,217381.0,210805.0,327726.0,298352.0,305099.0,301217.0,296335.0,297813.0,298775.0,309045.0,318590.0,19,12,7,-0.44,7.92,123.5,2.53,65.41,1011.5,129,양천구,목4동
20241,골목상권,3110621,목동역 5번,29910069,663,312,351,146,68,80,132,104,133,73,35,36,57,50,61,73,33,44,75,54,72,다이나믹,101,50,103,52,4758444,114199331.0,15104508.0,13167541.0,19814464.0,291.0,190.0,101.0,0.0,51.0,79.0,74.0,59.0,28.0,0.0,24.0,52.0,52.0,43.0,19.0,0.0,27.0,27.0,22.0,16.0,9.0,8.0,184611.0,81037.0,103574.0,63819.0,15771.0,18827.0,35167.0,25215.0,25812.0,23631.0,31750.0,29294.0,35394.0,45635.0,18906.0,26076.0,26064.0,26985.0,26143.0,26472.0,28397.0,24475.0,6,5,1,-0.44,7.92,123.5,2.53,65.41,1011.5,61,양천구,목1동
